tcgPlayerId,name,setName,setId,unopenedPrice,lastScrapedAt
"684455","Chaos Rising Build & Battle Display","ME04: Chaos Rising","24655",342.21,"2026-08-18T12:16:57.104Z"
"684454","Chaos Rising Build & Battle Box","ME04: Chaos Rising","24655",43,"2026-08-18T12:16:57.104Z"
"684447","Chaos Rising Booster Pack Art Bundle [Set of 4]","ME04: Chaos Rising","24655",26.41,"2026-08-18T12:16:57.104Z"
"684446","Chaos Rising Booster Pack","ME04: Chaos Rising","24655",5.79,"2026-08-18T12:16:57.104Z"
"688949","Chaos Rising Booster Bundle Case","ME04: Chaos Rising","24655",928.4,"2026-08-18T12:16:57.104Z"
"684456","Chaos Rising Booster Bundle","ME04: Chaos Rising","24655",37.35,"2026-08-18T12:16:57.104Z"
"684445","Chaos Rising Booster Box Case","ME04: Chaos Rising","24655",1034.77,"2026-08-18T12:16:57.104Z"
"684444","Chaos Rising Booster Box","ME04: Chaos Rising","24655",188.94,"2026-08-18T12:16:57.104Z"
"684458","Chaos Rising 3-Pack Blister [Charmeleon]","ME04: Chaos Rising","24655",20.98,"2026-08-18T12:16:57.104Z"
"695118","Chaos Rising 3-Pack Blister Case","ME04: Chaos Rising","24655",599.93,"2026-08-18T12:16:57.104Z"
"695402","First Partner Illustration Collection Case (Series 3)","First Partner Collection 2026","24584",212.57,"2026-08-18T12:16:57.105Z"
"688716","First Partner Illustration Collection Case (Series 2)","First Partner Collection 2026","24584",204.51,"2026-08-18T12:16:57.105Z"
"673439","First Partner Illustration Collection Case (Series 1)","First Partner Collection 2026","24584",403.15,"2026-08-18T12:16:57.105Z"
"695400","First Partner Illustration Collection (Series 3)","First Partner Collection 2026","24584",33.71,"2026-08-18T12:16:57.105Z"
"688712","First Partner Illustration Collection (Series 2)","First Partner Collection 2026","24584",30.24,"2026-08-18T12:16:57.105Z"
"673436","First Partner Illustration Collection (Series 1)","First Partner Collection 2026","24584",65.18,"2026-08-18T12:16:57.105Z"
"701485","First Partner Collection 2026 Series 3 Booster Pack","First Partner Collection 2026","24584",36.71,"2026-08-18T12:16:57.105Z"
"701484","First Partner Collection 2026 Series 2 Booster Pack","First Partner Collection 2026","24584",23.4,"2026-08-18T12:16:57.105Z"
"694977","First Partner Collection 2026 Series 1 Booster Pack","First Partner Collection 2026","24584",48.02,"2026-08-18T12:16:57.105Z"
"672413","Perfect Order Sleeved Booster Pack Art Bundle [Set of 4]","ME03: Perfect Order","24587",29.57,"2026-08-18T12:16:57.107Z"
"672412","Perfect Order Sleeved Booster Pack","ME03: Perfect Order","24587",7.35,"2026-08-18T12:16:57.107Z"
"672411","Perfect Order Sleeved Booster Case","ME03: Perfect Order","24587",905.19,"2026-08-18T12:16:57.107Z"
"672410","Perfect Order Single Pack Blister [Makuhita]","ME03: Perfect Order","24587",8,"2026-08-18T12:16:57.107Z"
"672408","Perfect Order Premium Checklane Blister [Steelix Line]","ME03: Perfect Order","24587",14.91,"2026-08-18T12:16:57.107Z"
"672406","Perfect Order Premium Checklane Blister [Meganium Line]","ME03: Perfect Order","24587",17.86,"2026-08-18T12:16:57.107Z"
"672409","Perfect Order Premium Checklane Blister [Clawitzer Line]","ME03: Perfect Order","24587",14.86,"2026-08-18T12:16:57.107Z"
"672407","Perfect Order Premium Checklane Blister [Cinderace Line]","ME03: Perfect Order","24587",16.21,"2026-08-18T12:16:57.107Z"
"672404","Perfect Order Pokemon Center Elite Trainer Box","ME03: Perfect Order","24587",120.48,"2026-08-18T12:16:57.107Z"
"672402","Perfect Order Elite Trainer Box Case","ME03: Perfect Order","24587",658.22,"2026-08-18T12:16:57.107Z"
"672401","Perfect Order Elite Trainer Box","ME03: Perfect Order","24587",70.27,"2026-08-18T12:16:57.107Z"
"690172","Perfect Order Build & Battle Box Display","ME03: Perfect Order","24587",314.87,"2026-08-18T12:16:57.107Z"
"672400","Perfect Order Build & Battle Box","ME03: Perfect Order","24587",38.57,"2026-08-18T12:16:57.107Z"
"672399","Perfect Order Booster Pack Art Bundle [Set of 4]","ME03: Perfect Order","24587",26.88,"2026-08-18T12:16:57.107Z"
"672398","Perfect Order Booster Pack","ME03: Perfect Order","24587",5.63,"2026-08-18T12:16:57.107Z"
"672397","Perfect Order Booster Bundle Case","ME03: Perfect Order","24587",918.86,"2026-08-18T12:16:57.107Z"
"672396","Perfect Order Booster Bundle","ME03: Perfect Order","24587",40.23,"2026-08-18T12:16:57.107Z"
"672395","Perfect Order Booster Box Case","ME03: Perfect Order","24587",1004.5,"2026-08-18T12:16:57.107Z"
"672394","Perfect Order Booster Box","ME03: Perfect Order","24587",173.24,"2026-08-18T12:16:57.107Z"
"672393","Perfect Order 3 Pack Blister [Chikorita]","ME03: Perfect Order","24587",20.42,"2026-08-18T12:16:57.107Z"
"668536","Premium Poster Collection: Mega Lucario","ME: Ascended Heroes","24541",157.97,"2026-08-18T12:16:57.100Z"
"668537","Premium Poster Collection: Mega Gardevoir","ME: Ascended Heroes","24541",144.64,"2026-08-18T12:16:57.100Z"
"685000","Premium Poster Collection Case","ME: Ascended Heroes","24541",976.25,"2026-08-18T12:16:57.100Z"
"681333","Mega Evolution: Ascended Heroes Tech Sticker Collection Case","ME: Ascended Heroes","24541",634.33,"2026-08-18T12:16:57.100Z"
"666909","Mega Evolution: Ascended Heroes Tech Sticker Collection - Gastly","ME: Ascended Heroes","24541",45.36,"2026-08-18T12:16:57.100Z"
"666908","Mega Evolution: Ascended Heroes Tech Sticker Collection - Charmander","ME: Ascended Heroes","24541",46.42,"2026-08-18T12:16:57.100Z"
"685195","Mega Evolution: Ascended Heroes Collection case","ME: Ascended Heroes","24541",697.27,"2026-08-18T12:16:57.100Z"
"691923","Mega Evolution: Ascended Heroes Collection [Set of 2]","ME: Ascended Heroes","24541",60.47,"2026-08-18T12:16:57.100Z"
"666907","Mega Evolution: Ascended Heroes Collection - Larry (3-Tab)","ME: Ascended Heroes","24541",28.87,"2026-08-18T12:16:57.100Z"
"709097","Mega Evolution: Ascended Heroes Collection - Larry (1-Tab)","ME: Ascended Heroes","24541",23.92,"2026-08-18T12:16:57.100Z"
"666906","Mega Evolution: Ascended Heroes Collection - Erika (3-Tab)","ME: Ascended Heroes","24541",31.05,"2026-08-18T12:16:57.100Z"
"709095","Mega Evolution: Ascended Heroes Collection - Erika (1-Tab)","ME: Ascended Heroes","24541",24.9,"2026-08-18T12:16:57.100Z"
"692541","Costco Ascended Heroes Mega ex Box Bundle","ME: Ascended Heroes","24541",199.98,"2026-08-18T12:16:57.100Z"
"702500","Ascended Heroes Tin [Set of 3]","ME: Ascended Heroes","24541",224.64,"2026-08-18T12:16:57.100Z"
"702498","Ascended Heroes Tin [Mega Meganium ex]","ME: Ascended Heroes","24541",70.65,"2026-08-18T12:16:57.100Z"
"702497","Ascended Heroes Tin [Mega Feraligatr ex]","ME: Ascended Heroes","24541",69.88,"2026-08-18T12:16:57.100Z"
"702496","Ascended Heroes Tin [Mega Emboar ex]","ME: Ascended Heroes","24541",70.35,"2026-08-18T12:16:57.100Z"
"702501","Ascended Heroes Tin Case","ME: Ascended Heroes","24541",363.89,"2026-08-18T12:16:57.100Z"
"668497","Ascended Heroes Pokemon Center Elite Trainer Box (Exclusive)","ME: Ascended Heroes","24541",424.44,"2026-08-18T12:16:57.100Z"
"668530","Ascended Heroes Mini Tins 5-Pack","ME: Ascended Heroes","24541",166.43,"2026-08-18T12:16:57.100Z"
"668533","Ascended Heroes Mini Tin [Zorua & Cramorant]","ME: Ascended Heroes","24541",30.93,"2026-08-18T12:16:57.100Z"
"668534","Ascended Heroes Mini Tin [Togepi & Totodile]","ME: Ascended Heroes","24541",34.31,"2026-08-18T12:16:57.100Z"
"668532","Ascended Heroes Mini Tin [Riolu & Darumaka]","ME: Ascended Heroes","24541",31.61,"2026-08-18T12:16:57.100Z"
"668531","Ascended Heroes Mini Tin [Pikachu & Tepig]","ME: Ascended Heroes","24541",34.33,"2026-08-18T12:16:57.100Z"
"668535","Ascended Heroes Mini Tin [Clefairy & Chikorita]","ME: Ascended Heroes","24541",35.31,"2026-08-18T12:16:57.100Z"
"689031","Ascended Heroes Mini Tin Display Case","ME: Ascended Heroes","24541",1269.74,"2026-08-18T12:16:57.100Z"
"679556","Ascended Heroes Mini Tin Display","ME: Ascended Heroes","24541",299.84,"2026-08-18T12:16:57.100Z"
"672737","Ascended Heroes Mega ex Boxes Case","ME: Ascended Heroes","24541",362.64,"2026-08-18T12:16:57.100Z"
"672733","Ascended Heroes Mega Meganium ex Box","ME: Ascended Heroes","24541",54.93,"2026-08-18T12:16:57.100Z"
"672735","Ascended Heroes Mega Feraligatr ex Box","ME: Ascended Heroes","24541",57.45,"2026-08-18T12:16:57.100Z"
"672734","Ascended Heroes Mega Emboar ex Box","ME: Ascended Heroes","24541",56.19,"2026-08-18T12:16:57.100Z"
"706959","Ascended Heroes Focused Fighters Premium Collection (Sam's Club)","ME: Ascended Heroes","24541",224.67,"2026-08-18T12:16:57.100Z"
"672392","Ascended Heroes First Partners Deluxe Pin Collection Case","ME: Ascended Heroes","24541",433.15,"2026-08-18T12:16:57.099Z"
"672391","Ascended Heroes First Partners Deluxe Pin Collection","ME: Ascended Heroes","24541",68.13,"2026-08-18T12:16:57.099Z"
"679558","Ascended Heroes Elite Trainer Box Case","ME: Ascended Heroes","24541",1793.63,"2026-08-18T12:16:57.099Z"
"668496","Ascended Heroes Elite Trainer Box","ME: Ascended Heroes","24541",167.64,"2026-08-18T12:16:57.099Z"
"672434","Ascended Heroes Booster Pack","ME: Ascended Heroes","24541",13.57,"2026-08-18T12:16:57.099Z"
"692362","Ascended Heroes Booster Bundle Display","ME: Ascended Heroes","24541",2254.99,"2026-08-18T12:16:57.099Z"
"681339","Ascended Heroes Booster Bundle Case","ME: Ascended Heroes","24541",2182.59,"2026-08-18T12:16:57.099Z"
"668541","Ascended Heroes Booster Bundle","ME: Ascended Heroes","24541",87.46,"2026-08-18T12:16:57.099Z"
"664903","Phantasmal Flames Sleeved Booster Pack Art Bundle [Set of 4]","ME02: Phantasmal Flames","24448",53.58,"2026-08-18T12:16:57.098Z"
"654145","Phantasmal Flames Sleeved Booster Pack","ME02: Phantasmal Flames","24448",12.78,"2026-08-18T12:16:57.098Z"
"655282","Phantasmal Flames Sleeved Booster Case","ME02: Phantasmal Flames","24448",1504.18,"2026-08-18T12:16:57.098Z"
"654150","Phantasmal Flames Single Pack Blister [Whimsicott]","ME02: Phantasmal Flames","24448",13.38,"2026-08-18T12:16:57.098Z"
"654151","Phantasmal Flames Single Pack Blister [Cottonee]","ME02: Phantasmal Flames","24448",13.14,"2026-08-18T12:16:57.098Z"
"654146","Phantasmal Flames Premium Checklane Blister [Hydrapple]","ME02: Phantasmal Flames","24448",31.16,"2026-08-18T12:16:57.098Z"
"672588","Phantasmal Flames Premium Checklane Blister [Ethan's Magcargo]","ME02: Phantasmal Flames","24448",15.84,"2026-08-18T12:16:57.098Z"
"654147","Phantasmal Flames Premium Checklane Blister [Blaziken]","ME02: Phantasmal Flames","24448",30.33,"2026-08-18T12:16:57.098Z"
"668931","Phantasmal Flames Premium Checklane Blister [Arven's Greedent]","ME02: Phantasmal Flames","24448",14.66,"2026-08-18T12:16:57.098Z"
"654135","Phantasmal Flames Pokemon Center Elite Trainer Box (Exclusive)","ME02: Phantasmal Flames","24448",289.39,"2026-08-18T12:16:57.098Z"
"654170","Phantasmal Flames Elite Trainer Box Case","ME02: Phantasmal Flames","24448",1422.68,"2026-08-18T12:16:57.098Z"
"654136","Phantasmal Flames Elite Trainer Box","ME02: Phantasmal Flames","24448",149.92,"2026-08-18T12:16:57.098Z"
"654164","Phantasmal Flames Build & Battle Box Display","ME02: Phantasmal Flames","24448",475.88,"2026-08-18T12:16:57.098Z"
"662725","Phantasmal Flames Build & Battle Box","ME02: Phantasmal Flames","24448",64.25,"2026-08-18T12:16:57.098Z"
"654174","Phantasmal Flames Booster Pack Art Bundle [Set of 4]","ME02: Phantasmal Flames","24448",47.15,"2026-08-18T12:16:57.098Z"
"654144","Phantasmal Flames Booster Pack","ME02: Phantasmal Flames","24448",11.6,"2026-08-18T12:16:57.098Z"
"654162","Phantasmal Flames Booster Bundle Case","ME02: Phantasmal Flames","24448",1550,"2026-08-18T12:16:57.098Z"
"654160","Phantasmal Flames Booster Bundle","ME02: Phantasmal Flames","24448",80.44,"2026-08-18T12:16:57.098Z"
"655281","Phantasmal Flames Booster Box Case","ME02: Phantasmal Flames","24448",2704.47,"2026-08-18T12:16:57.098Z"
"654137","Phantasmal Flames Booster Box","ME02: Phantasmal Flames","24448",382.38,"2026-08-18T12:16:57.098Z"
"654156","Phantasmal Flames 3 Pack Blister [Weavile]","ME02: Phantasmal Flames","24448",41.94,"2026-08-18T12:16:57.098Z"
"654154","Phantasmal Flames 3 Pack Blister [Sneasel]","ME02: Phantasmal Flames","24448",42.36,"2026-08-18T12:16:57.098Z"
"649401","Mega Heroes Mini Tin [Mega Venusaur]","ME01: Mega Evolution","24380",20.93,"2026-08-18T12:16:57.093Z"
"649400","Mega Heroes Mini Tin [Mega Lucario]","ME01: Mega Evolution","24380",22.03,"2026-08-18T12:16:57.093Z"
"649397","Mega Heroes Mini Tin [Mega Latias]","ME01: Mega Evolution","24380",21.21,"2026-08-18T12:16:57.093Z"
"649395","Mega Heroes Mini Tin [Mega Kangaskhan]","ME01: Mega Evolution","24380",19.58,"2026-08-18T12:16:57.093Z"
"649394","Mega Heroes Mini Tin [Mega Gardevoir]","ME01: Mega Evolution","24380",19.27,"2026-08-18T12:16:57.093Z"
"649392","Mega Heroes Mini Tin Display","ME01: Mega Evolution","24380",256.48,"2026-08-18T12:16:57.093Z"
"644355","Mega Evolution Sleeved Booster Pack Art Bundle [Set of 4]","ME01: Mega Evolution","24380",44.24,"2026-08-18T12:16:57.093Z"
"644354","Mega Evolution Sleeved Booster Pack","ME01: Mega Evolution","24380",9.24,"2026-08-18T12:16:57.093Z"
"650766","Mega Evolution Sleeved Booster Case","ME01: Mega Evolution","24380",1216.78,"2026-08-18T12:16:57.093Z"
"657489","Mega Evolution Single Pack Blister [Wailord]","ME01: Mega Evolution","24380",15.24,"2026-08-18T12:16:57.093Z"
"657490","Mega Evolution Single Pack Blister [Lycanroc]","ME01: Mega Evolution","24380",13.66,"2026-08-18T12:16:57.093Z"
"644358","Mega Evolution Single Pack Blister [Drifloon]","ME01: Mega Evolution","24380",13,"2026-08-18T12:16:57.093Z"
"644359","Mega Evolution Single Pack Blister [Drifblim","ME01: Mega Evolution","24380",12.82,"2026-08-18T12:16:57.093Z"
"644360","Mega Evolution Premium Checklane Blister [Tyranitar]","ME01: Mega Evolution","24380",30.38,"2026-08-18T12:16:57.093Z"
"644361","Mega Evolution Premium Checklane Blister [Meowscarada]","ME01: Mega Evolution","24380",26.25,"2026-08-18T12:16:57.093Z"
"644282","Mega Evolution Pokemon Center Elite Trainer Box (Exclusive) [Mega Lucario]","ME01: Mega Evolution","24380",241.67,"2026-08-18T12:16:57.093Z"
"648415","Mega Evolution Pokemon Center Elite Trainer Box (Exclusive) [Mega Gardevoir]","ME01: Mega Evolution","24380",210.93,"2026-08-18T12:16:57.093Z"
"644351","Mega Evolution Half Booster Box","ME01: Mega Evolution","24380",250,"2026-08-18T12:16:57.093Z"
"646173","Mega Evolution Enhanced Booster Case","ME01: Mega Evolution","24380",1846.36,"2026-08-18T12:16:57.093Z"
"644300","Mega Evolution Enhanced Booster Box","ME01: Mega Evolution","24380",307.6,"2026-08-18T12:16:57.093Z"
"648394","Mega Evolution Elite Trainer Box [Mega Lucario]","ME01: Mega Evolution","24380",122.58,"2026-08-18T12:16:57.093Z"
"644279","Mega Evolution Elite Trainer Box [Mega Gardevoir]","ME01: Mega Evolution","24380",113.98,"2026-08-18T12:16:57.093Z"
"644727","Mega Evolution Elite Trainer Box Case","ME01: Mega Evolution","24380",1015.28,"2026-08-18T12:16:57.093Z"
"644733","Mega Evolution Build & Battle Box Display","ME01: Mega Evolution","24380",483.07,"2026-08-18T12:16:57.093Z"
"644363","Mega Evolution Build & Battle Box","ME01: Mega Evolution","24380",60.29,"2026-08-18T12:16:57.093Z"
"657875","Mega Evolution Booster Pack Art Bundle [Set of 4]","ME01: Mega Evolution","24380",35.7,"2026-08-18T12:16:57.093Z"
"644352","Mega Evolution Booster Pack","ME01: Mega Evolution","24380",8.44,"2026-08-18T12:16:57.093Z"
"644730","Mega Evolution Booster Bundle Case","ME01: Mega Evolution","24380",1175.42,"2026-08-18T12:16:57.093Z"
"644362","Mega Evolution Booster Bundle","ME01: Mega Evolution","24380",63.45,"2026-08-18T12:16:57.093Z"
"644731","Mega Evolution Booster Box Case","ME01: Mega Evolution","24380",1818.79,"2026-08-18T12:16:57.093Z"
"644298","Mega Evolution Booster Box","ME01: Mega Evolution","24380",327.06,"2026-08-18T12:16:57.093Z"
"644357","Mega Evolution 3 Pack Blister [Psyduck]","ME01: Mega Evolution","24380",45.24,"2026-08-18T12:16:57.093Z"
"644356","Mega Evolution 3 Pack Blister [Golduck]","ME01: Mega Evolution","24380",32.24,"2026-08-18T12:16:57.093Z"
"649220","Unova Victini Illustration Collection Case","SV: Black Bolt","24325",468.59,"2026-08-18T12:16:57.039Z"
"630615","Unova Victini Illustration Collection","SV: Black Bolt","24325",70.54,"2026-08-18T12:16:57.039Z"
"630613","Unova Poster Collection Case","SV: Black Bolt","24325",239.71,"2026-08-18T12:16:57.039Z"
"630612","Unova Poster Collection","SV: Black Bolt","24325",45.47,"2026-08-18T12:16:57.039Z"
"630441","Unova Mini Tin [Volcarona & Emolga]","SV: Black Bolt","24325",22.6,"2026-08-18T12:16:57.039Z"
"630443","Unova Mini Tin [Mienshao & Klinklang]","SV: Black Bolt","24325",22.8,"2026-08-18T12:16:57.039Z"
"630442","Unova Mini Tin [Lilligant & Whimsicot]","SV: Black Bolt","24325",24.16,"2026-08-18T12:16:57.039Z"
"630440","Unova Mini Tin [Krookodile & Excadrill]","SV: Black Bolt","24325",27.26,"2026-08-18T12:16:57.039Z"
"630438","Unova Mini Tin [Garbodor & Amoonguss]","SV: Black Bolt","24325",24.42,"2026-08-18T12:16:57.039Z"
"630445","Unova Mini Tin [Elektross & Galvantula]","SV: Black Bolt","24325",22.66,"2026-08-18T12:16:57.039Z"
"630439","Unova Mini Tin [Chandelure & Zorua]","SV: Black Bolt","24325",29.51,"2026-08-18T12:16:57.039Z"
